symptoms,condition,natural_remedy,medicine,advice
"itchy nose, runny nose, nasal congestion, watery eyes, sneezing",Allergic Rhinitis,saline nasal rinse; local honey,cetirizine,Avoid known allergens and keep windows closed
"increased thirst, fatigue, blurred vision, frequent urination",Diabetes (Hyperglycemia),fenugreek seeds,metformin,Monitor blood glucose and follow balanced diet
"fever, shortness of breath, dry cough, fatigue, loss of smell",Influenza (flu)‑19,hydration,paracetamol,Self‑isolate and follow local health guidelines
"joint swelling, morning stiffness, fatigue",Rheumatoid Arthritis Flare,fish oil,prednisone,Perform low‑impact exercises and rest inflamed joints
"dark urine, dizziness, dry mouth, thirst",Dehydration,oral rehydration solution; coconut water,IV fluids (if severe),Drink water regularly and avoid excessive heat
"cough, raw sensation, dry throat, hoarse voice",Laryngitis,warm water with honey; humidifier use,ibuprofen,Rest voice and avoid irritants
"nausea, right lower abdominal pain, loss of appetite",Appendicitis,N/A,metronidazole,Seek immediate surgical evaluation
"nausea, sensitivity to light, vomiting",Migraine,peppermint oil on temples,sumatriptan,Rest in a dark quiet room; track triggers
"swelling, tendon pain, tenderness, reduced strength",Tendonitis,rest and ice; compression wrap,naproxen,Avoid repetitive strain and do eccentric exercises
"dry skin, fatigue, constipation, weight gain, cold intolerance",Hypothyroidism,selenium‑rich foods,levothyroxine,Take medication on empty stomach daily
"bruising, pain with movement, instability, ankle swelling",Ankle Sprain,RICE protocol; arnica gel,ibuprofen,Gradually restore range of motion and strength
"loss of smell, dry cough, fever, shortness of breath, fatigue",Influenza (flu)‑19,hydration,nirmatrelvir‑ritonavir,Self‑isolate and follow local health guidelines
"fever, throat pain, difficulty swallowing, swollen tonsils",Tonsillitis,chamomile tea; cold smoothies,acetaminophen,Rest voice and stay hydrated
"tingling down leg, burning sensation, numbness, sharp leg pain",Sciatica,piriformis stretches,gabapentin,Avoid prolonged sitting; practice core exercises
"sore throat, swollen lymph nodes, fever, severe fatigue, body aches",Mononucleosis,salt‑water gargle,ibuprofen,Avoid contact sports to protect spleen
"red patches, scaly plaques, itching",Psoriasis Flare,dead sea salt bath; sunlight exposure,calcipotriene,Keep skin moisturized and avoid triggers like stress
"pain, warmth, peeling, swelling, red skin",Sunburn,aloe vera gel,ibuprofen,Stay hydrated and avoid further sun exposure
"reduced strength, tenderness, swelling",Tendonitis,compression wrap; rest and ice,diclofenac gel,Avoid repetitive strain and do eccentric exercises
"profuse sweating, nausea, rapid pulse",Heat Exhaustion,cool shower; electrolyte drink,oral rehydration salts,Move to cooler place and rest
"nasal congestion, headache, thick nasal discharge",Sinusitis,saline nasal spray; steam inhalation,amoxicillin,Stay hydrated and apply warm compresses to sinuses
"muscle stiffness, sudden lumbar pain, limited mobility",Acute Low Back Pain,heat pack; gentle stretching,ibuprofen,Stay active with light movements; maintain posture
"fatigue, feelings of hopelessness, persistent sadness, sleep changes",Depression Episode,regular aerobic exercise,fluoxetine,Maintain social connections and seek therapy
"oily skin, whiteheads, inflammation, blackheads, pimples",Acne Vulgaris,aloe vera,adapalene gel,Cleanse gently twice a day and avoid picking
"limited mobility, muscle stiffness, sudden lumbar pain",Acute Low Back Pain,heat pack; gentle stretching,ibuprofen,Stay active with light movements; maintain posture
"shortness of breath, fatigue, dry cough, loss of smell",Influenza (flu)‑19,hydration; warm saline gargle,paracetamol,Self‑isolate and follow local health guidelines
"neck stiffness, pressure around forehead, scalp tenderness, dull head pain",Tension Headache,warm compress; gentle neck stretches,naproxen,Maintain good posture and reduce screen time
"itching, gritty feeling, tearing, discharge",Conjunctivitis (Pink Eye),cold compress; saline eye rinse,chloramphenicol eye drops,Avoid touching eyes and wash hands frequently
"abdominal cramps, dehydration, urgency, loose stools, nausea",Diarrhea (Infectious),bland BRAT diet,oral rehydration solution,Replace fluids and avoid dairy temporarily
"swollen tonsils, throat pain, difficulty swallowing",Tonsillitis,chamomile tea; cold smoothies,acetaminophen,Rest voice and stay hydrated
"upper abdominal discomfort, nausea, early satiety, belching",Indigestion (Dyspepsia),warm water with lemon,antacid chewables,Eat slowly and avoid fatty foods
"severe fatigue, body aches, fever, sore throat, swollen lymph nodes",Mononucleosis,salt‑water gargle; rest,acetaminophen,Avoid contact sports to protect spleen
"fever, sore throat, swollen lymph nodes, body aches",Mononucleosis,rest; salt‑water gargle,acetaminophen,Avoid contact sports to protect spleen
"behind‑the‑eye pain, joint pain, severe headache, high fever, rash",Dengue Fever,fluid replacement; papaya leaf juice,acetaminophen,Avoid NSAIDs and monitor for warning signs
"swelling, peeling, pain, warmth",Sunburn,cool compress; aloe vera gel,lidocaine spray,Stay hydrated and avoid further sun exposure
"discharge, gritty feeling, tearing",Conjunctivitis (Pink Eye),cold compress; saline eye rinse,chloramphenicol eye drops,Avoid touching eyes and wash hands frequently
"bruising, pain with movement, instability",Ankle Sprain,arnica gel; RICE protocol,ibuprofen,Gradually restore range of motion and strength
"fatigue, dry cough, shortness of breath",Influenza (flu)‑19,warm saline gargle,paracetamol,Self‑isolate and follow local health guidelines
"abdominal cramps, gas, alternating diarrhea and constipation",Irritable Bowel Syndrome,peppermint oil capsules; soluble fiber supplement,dicyclomine,Follow low‑FODMAP diet and manage stress
"nausea, abdominal cramps, urgency",Diarrhea (Infectious),oral rehydration salts,oral rehydration solution,Replace fluids and avoid dairy temporarily
"fatigue, morning stiffness, joint swelling",Rheumatoid Arthritis Flare,fish oil,methotrexate,Perform low‑impact exercises and rest inflamed joints
"fever, loss of smell, fatigue, shortness of breath, dry cough",Influenza (flu)‑19,hydration,paracetamol,Self‑isolate and follow local health guidelines
"swelling, reduced strength, tendon pain, tenderness",Tendonitis,rest and ice; compression wrap,diclofenac gel,Avoid repetitive strain and do eccentric exercises
"chest tightness, shortness of breath, wheezing",Asthma Exacerbation,warm herbal tea,albuterol inhaler,Use peak‑flow meter and avoid smoke exposure
"daytime fatigue, difficulty falling asleep, frequent awakenings",Insomnia,chamomile tea; warm bath,zolpidem,Maintain consistent sleep schedule and limit screens
"swollen tonsils, difficulty swallowing, throat pain",Tonsillitis,chamomile tea; cold smoothies,acetaminophen,Rest voice and stay hydrated
"hives, abdominal pain, swelling lips",Food Allergy,cold compress; soothing oatmeal bath,epinephrine (EpiPen),Eliminate the trigger food and read labels carefully
"instability, ankle swelling, bruising",Ankle Sprain,arnica gel; RICE protocol,ibuprofen,Gradually restore range of motion and strength
"weight loss, heat intolerance, tremor, anxiety",Hyperthyroidism,stress‑reduction techniques,propranolol,Avoid excess iodine and caffeine
"cold hands, dizziness, shortness of breath",Iron‑Deficiency Anemia,iron‑rich foods,iron infusion,Combine iron with vitamin C foods
"nasal congestion, runny nose, sneezing, watery eyes, itchy nose",Allergic Rhinitis,saline nasal rinse; local honey,loratadine,Avoid known allergens and keep windows closed
"bloating, nausea, upper abdominal discomfort",Indigestion (Dyspepsia),peppermint tea,famotidine,Eat slowly and avoid fatty foods
"wheezing, chest tightness, shortness of breath, coughing",Asthma Exacerbation,pursed‑lip breathing,fluticasone inhaler,Use peak‑flow meter and avoid smoke exposure
"bruising, instability, pain with movement, ankle swelling",Ankle Sprain,RICE protocol,acetaminophen,Gradually restore range of motion and strength
"abdominal cramps, urgency, dehydration, loose stools",Diarrhea (Infectious),bland BRAT diet,oral rehydration solution,Replace fluids and avoid dairy temporarily
"difficulty concentrating, muscle tension, restlessness, excessive worry",Generalized Anxiety Disorder,lavender tea,buspirone,Practice relaxation techniques and set realistic goals
"runny nose, itchy nose, sneezing, watery eyes",Allergic Rhinitis,saline nasal rinse,loratadine,Avoid known allergens and keep windows closed
"pain, red skin, peeling",Sunburn,cool compress,lidocaine spray,Stay hydrated and avoid further sun exposure
"dry cough, fever, shortness of breath, loss of smell, fatigue",Influenza (flu)‑19,hydration; warm saline gargle,nirmatrelvir‑ritonavir,Self‑isolate and follow local health guidelines
"tender lymph nodes, fever, sore throat, swollen tonsils",Streptococcal Pharyngitis,warm saltwater gargle,penicillin,Complete antibiotics and change toothbrush
"weight loss, heat intolerance, tremor, palpitations, anxiety",Hyperthyroidism,stress‑reduction techniques,methimazole,Avoid excess iodine and caffeine
"fatigue, mild fever, chest discomfort, persistent cough",Acute Bronchitis,honey ginger syrup,guaifenesin,Increase fluid intake; avoid cold air
"tingling down leg, burning sensation, numbness",Sciatica,ice pack; piriformis stretches,gabapentin,Avoid prolonged sitting; practice core exercises
"itchy nose, runny nose, nasal congestion",Allergic Rhinitis,saline nasal rinse,cetirizine,Avoid known allergens and keep windows closed
"nausea, weakness, profuse sweating, rapid pulse",Heat Exhaustion,electrolyte drink,oral rehydration salts,Move to cooler place and rest
"abdominal pain, nausea, itchy throat",Food Allergy,cold compress; soothing oatmeal bath,epinephrine (EpiPen),Eliminate the trigger food and read labels carefully
"high fever, headache, fatigue, chills, body aches",Influenza (Flu),warm saltwater gargle; ginger tea,acetaminophen,Increase fluid intake; isolate to avoid spreading
"nasal congestion, facial pain, reduced smell, headache",Sinusitis,saline nasal spray,oxymetazoline nasal spray,Stay hydrated and apply warm compresses to sinuses
"cough, mild fever, nasal congestion, runny nose, sneezing",Common Cold,honey‑lemon tea,pseudoephedrine,Rest well and stay hydrated
"sleep changes, loss of interest, fatigue, feelings of hopelessness, persistent sadness",Depression Episode,mindfulness meditation; regular aerobic exercise,sertraline,Maintain social connections and seek therapy
"reduced smell, nasal congestion, facial pain, headache, thick nasal discharge",Sinusitis,saline nasal spray,amoxicillin,Stay hydrated and apply warm compresses to sinuses
"cough, mild fever, sore throat, nasal congestion, runny nose",Common Cold,honey‑lemon tea,paracetamol,Rest well and stay hydrated
"pelvic pain, burning urination, cloudy urine",Urinary Tract Infection,unsweetened cranberry juice; increased water intake,trimethoprim‑sulfamethoxazole,Urinate frequently and avoid irritants like caffeine
"nausea, dizziness, vomiting, cold sweats",Motion Sickness,acupressure bands; ginger candy,dimenhydrinate,Focus on horizon and avoid heavy meals before travel
"pelvic pain, low‑grade fever, cloudy urine, burning urination, frequent urge",Urinary Tract Infection,increased water intake; unsweetened cranberry juice,nitrofurantoin,Urinate frequently and avoid irritants like caffeine
"weight loss, anxiety, tremor, palpitations",Hyperthyroidism,stress‑reduction techniques,methimazole,Avoid excess iodine and caffeine
"frequent urination, blurred vision, increased thirst",Diabetes (Hyperglycemia),fenugreek seeds; cinnamon water,insulin,Monitor blood glucose and follow balanced diet
"heat intolerance, palpitations, weight loss",Hyperthyroidism,bugleweed tea,propranolol,Avoid excess iodine and caffeine
"tendon pain, reduced strength, swelling",Tendonitis,rest and ice; compression wrap,naproxen,Avoid repetitive strain and do eccentric exercises
"blood in urine, sharp flank pain, nausea",Kidney Stone,warm bath; lemon water,tamsulosin,Drink plenty of water and strain urine to catch stones
"often asymptomatic, dizziness, nosebleeds, headache",Hypertension,garlic supplements; relaxation breathing,amlodipine,Reduce salt intake and exercise regularly
"hives, abdominal pain, itchy throat",Food Allergy,soothing oatmeal bath,diphenhydramine,Eliminate the trigger food and read labels carefully
"rapid pulse, nausea, profuse sweating",Heat Exhaustion,cool shower,oral rehydration salts,Move to cooler place and rest
"pressure around forehead, scalp tenderness, neck stiffness",Tension Headache,gentle neck stretches,naproxen,Maintain good posture and reduce screen time
